iter	Passed	Remaining
1665	74732	149553
1666	74775	149506
1667	74820	149462
1668	74863	149413
1669	74908	149367
1670	74952	149321
1671	74996	149275
1672	75041	149231
1673	75087	149187
1674	75133	149145
1675	75179	149102
1676	75222	149054
1677	75263	149001
1678	75305	148952
1679	75350	148907
1680	75393	148857
1681	75435	148807
1682	75477	148757
1683	75522	148712
1684	75567	148669
1685	75611	148622
1686	75654	148573
1687	75696	148523
1688	75741	148478
1689	75785	148432
1690	75830	148386
1691	75877	148346
1692	75921	148299
1693	75966	148256
1694	76011	148210
1695	76055	148165
1696	76099	148117
1697	76148	148080
1698	76192	148035
1699	76240	147996
1700	76281	147943
1701	76329	147904
1702	76372	147857
1703	76416	147811
1704	76457	147758
1705	76499	147708
1706	76543	147661
1707	76587	147614
1708	76629	147564
1709	76676	147523
1710	76720	147478
1711	76767	147436
1712	76812	147391
1713	76853	147339
1714	76898	147295
1715	76941	147247
1716	76986	147202
1717	77030	147156
1718	77073	147107
1719	77116	147059
1720	77159	147010
1721	77203	146964
1722	77247	146918
1723	77291	146871
1724	77335	146825
1725	77376	146773
1726	77419	146725
1727	77464	146680
1728	77509	146635
1729	77550	146583
1730	77594	146538
1731	77637	146489
1732	77682	146444
1733	77726	146398
1734	77769	146349
1735	77811	146300
1736	77855	146253
1737	77898	146205
1738	77938	146150
1739	77981	146104
1740	78028	146062
1741	78072	146016
1742	78115	145967
1743	78159	145921
1744	78203	145875
1745	78248	145830
1746	78293	145785
1747	78337	145740
1748	78378	145688
1749	78425	145646
1750	78467	145598
1751	78514	145557
1752	78559	145511
1753	78601	145461
1754	78644	145414
1755	78686	145364
1756	78731	145319
1757	78777	145277
1758	78823	145235
1759	78868	145190
1760	78916	145151
1761	78959	145103
1762	79005	145059
1763	79047	145009
1764	79088	144958
1765	79131	144909
1766	79176	144865
1767	79219	144816
1768	79266	144776
1769	79309	144729
1770	79352	144681
1771	79399	144640
1772	79444	144594
1773	79488	144548
1774	79536	144509
1775	79581	144466
1776	79626	144421
1777	79669	144373
1778	79712	144325
1779	79757	144280
1780	79801	144234
1781	79847	144190
1782	79891	144145
1783	79933	144094
1784	79978	144050
1785	80021	144002
1786	80065	143957
1787	80109	143910
1788	80156	143868
1789	80199	143822
1790	80244	143776
1791	80287	143729
1792	80330	143681
1793	80375	143636
1794	80418	143587
1795	80461	143541
1796	80506	143496
1797	80549	143447
1798	80593	143400
1799	80636	143354
1800	80680	143308
1801	80724	143261
1802	80769	143217
1803	80815	143173
1804	80861	143130
1805	80906	143087
1806	80953	143045
1807	80996	142998
1808	81040	142951
1809	81085	142907
1810	81126	142856
1811	81173	142814
1812	81215	142765
1813	81260	142721
1814	81303	142673
1815	81352	142634
1816	81397	142590
1817	81442	142546
1818	81486	142501
1819	81532	142457
1820	81575	142409
1821	81623	142370
1822	81666	142322
1823	81709	142275
1824	81753	142228
1825	81797	142183
1826	81840	142134
1827	81884	142087
1828	81927	142041
1829	81971	141994
1830	82015	141948
1831	82061	141904
1832	82106	141860
1833	82150	141815
1834	82194	141769
1835	82237	141721
1836	82283	141678
1837	82329	141634
1838	82372	141587
1839	82415	141540
1840	82457	141489
1841	82504	141448
1842	82552	141409
1843	82595	141362
1844	82639	141315
1845	82683	141269
1846	82729	141226
1847	82772	141178
1848	82816	141133
1849	82862	141089
1850	82903	141039
1851	82947	140993
1852	82990	140945
1853	83035	140900
1854	83075	140846
1855	83119	140800
1856	83161	140752
1857	83205	140705
1858	83251	140662
1859	83296	140619
1860	83343	140577
1861	83386	140529
1862	83428	140479
1863	83472	140433
1864	83518	140392
1865	83562	140344
1866	83607	140300
1867	83653	140258
1868	83699	140215
1869	83739	140163
1870	83783	140116
1871	83827	140071
1872	83872	140025
1873	83914	139977
1874	83960	139934
1875	84005	139890
1876	84049	139843
1877	84094	139798
1878	84140	139756
1879	84183	139709
1880	84226	139661
1881	84267	139610
1882	84312	139565
1883	84359	139523
1884	84403	139478
1885	84444	139428
1886	84489	139382
1887	84532	139335
1888	84576	139290
1889	84618	139239
1890	84663	139194
1891	84708	139151
1892	84753	139107
1893	84800	139065
1894	84845	139021
1895	84890	138976
1896	84936	138933
1897	84979	138886
1898	85022	138838
1899	85064	138788
1900	85108	138743
1901	85152	138697
1902	85198	138654
1903	85244	138612
1904	85287	138564
1905	85329	138515
1906	85373	138469
1907	85415	138420
1908	85462	138378
1909	85506	138331
1910	85550	138286
1911	85595	138242
1912	85639	138195
1913	85687	138156
1914	85730	138109
1915	85777	138067
1916	85822	138023
1917	85867	137979
1918	85911	137932
1919	85957	137889
1920	85996	137836
1921	86040	137789
1922	86085	137745
1923	86127	137697
1924	86174	137654
1925	86216	137606
1926	86262	137563
1927	86307	137518
1928	86351	137473
1929	86395	137427
1930	86436	137376
1931	86479	137328
1932	86525	137285
1933	86569	137239
1934	86610	137188
1935	86653	137142
1936	86701	137101
1937	86744	137054
1938	86788	137008
1939	86832	136962
1940	86877	136918
1941	86923	136875
1942	86970	136833
1943	87014	136787
1944	87056	136739
1945	87100	136693
1946	87144	136647
1947	87190	136604
1948	87235	136560
1949	87278	136513
1950	87322	136467
1951	87367	136422
1952	87412	136377
1953	87455	136331
1954	87498	136282
1955	87542	136237
1956	87589	136194
1957	87631	136146
1958	87676	136101
1959	87720	136056
1960	87763	136009
1961	87807	135962
1962	87850	135915
1963	87895	135871
1964	87939	135824
1965	87983	135779
1966	88025	135729
1967	88069	135684
1968	88120	135648
1969	88165	135604
1970	88210	135560
1971	88259	135522
1972	88302	135474
1973	88344	135425
1974	88387	135378
1975	88433	135336
1976	88475	135285
1977	88518	135238
1978	88562	135193
1979	88608	135151
1980	88654	135107
1981	88698	135061
1982	88740	135013
1983	88786	134969
1984	88828	134920
1985	88873	134877
1986	88923	134839
1987	88966	134791
1988	89012	134749
1989	89059	134707
1990	89102	134661
1991	89144	134612
1992	89187	134564
1993	89230	134517
1994	89273	134469
1995	89319	134426
1996	89361	134378
1997	89407	134335
1998	89452	134290
1999	89497	134245
2000	89542	134201
2001	89585	134154
2002	89631	134111
2003	89677	134068
2004	89719	134020
2005	89762	133972
2006	89808	133929
2007	89853	133886
2008	89899	133842
2009	89946	133800
2010	89988	133751
2011	90032	133705
2012	90073	133656
2013	90119	133612
2014	90161	133564
2015	90206	133520
2016	90251	133475
2017	90297	133432
2018	90342	133388
2019	90385	133340
2020	90430	133296
2021	90472	133247
2022	90513	133197
2023	90558	133152
2024	90602	133107
2025	90646	133062
2026	90691	133017
2027	90737	132974
2028	90781	132928
2029	90831	132890
2030	90879	132850
2031	90922	132804
2032	90967	132760
2033	91009	132710
2034	91054	132666
2035	91098	132620
2036	91145	132578
2037	91187	132530
2038	91233	132487
2039	91277	132441
2040	91320	132395
2041	91365	132350
2042	91410	132305
2043	91456	132263
2044	91501	132218
2045	91546	132173
2046	91589	132126
2047	91634	132082
2048	91681	132040
2049	91725	131995
2050	91769	131948
2051	91810	131899
2052	91856	131855
2053	91901	131811
2054	91947	131768
2055	91991	131723
2056	92035	131677
2057	92081	131634
2058	92122	131584
2059	92167	131539
2060	92212	131495
2061	92256	131449
2062	92300	131404
2063	92347	131362
2064	92390	131315
2065	92435	131270
2066	92479	131225
2067	92524	131180
2068	92569	131136
2069	92615	131092
2070	92660	131049
2071	92704	131002
2072	92747	130955
2073	92791	130909
2074	92835	130864
2075	92880	130819
2076	92925	130776
2077	92967	130727
2078	93011	130680
2079	93054	130634
2080	93100	130591
2081	93145	130546
2082	93188	130499
2083	93236	130458
2084	93279	130412
2085	93320	130363
2086	93366	130319
2087	93413	130277
2088	93455	130229
2089	93497	130180
2090	93539	130132
2091	93583	130086
2092	93627	130040
2093	93672	129996
2094	93716	129951
2095	93760	129904
2096	93805	129860
2097	93848	129813
2098	93893	129768
2099	93937	129722
2100	93981	129677
2101	94023	129629
2102	94068	129584
2103	94111	129537
2104	94153	129488
2105	94197	129443
2106	94243	129399
2107	94286	129352
2108	94328	129304
2109	94369	129255
2110	94413	129209
2111	94458	129165
2112	94502	129118
2113	94546	129073
2114	94590	129028
2115	94636	128984
2116	94681	128940
2117	94730	128900
2118	94773	128854
2119	94818	128810
2120	94862	128764
2121	94904	128716
2122	94948	128670
2123	94992	128624
2124	95038	128581
2125	95081	128534
2126	95124	128487
2127	95168	128442
2128	95214	128398
2129	95254	128347
2130	95299	128303
2131	95341	128254
2132	95384	128208
2133	95427	128161
2134	95472	128116
2135	95517	128072
2136	95561	128027
2137	95607	127983
2138	95651	127938
2139	95694	127891
2140	95739	127846
2141	95783	127800
2142	95829	127758
2143	95876	127716
2144	95920	127669
2145	95965	127625
2146	96007	127578
2147	96051	127532
2148	96095	127486
2149	96138	127439
2150	96184	127396
2151	96229	127351
2152	96271	127303
2153	96313	127255
2154	96355	127206
2155	96399	127161
2156	96440	127112
2157	96488	127071
2158	96532	127025
2159	96576	126980
2160	96621	126936
2161	96667	126892
2162	96711	126846
2163	96754	126800
2164	96797	126753
2165	96842	126708
2166	96884	126661
2167	96929	126616
2168	96974	126571
2169	97017	126525
2170	97063	126482
2171	97109	126438
2172	97155	126396
2173	97202	126354
2174	97245	126307
2175	97290	126262
2176	97334	126217
2177	97380	126173
2178	97425	126130
2179	97472	126087
2180	97517	126043
2181	97562	126000
2182	97607	125954
2183	97654	125913
2184	97698	125867
2185	97743	125823
2186	97787	125778
2187	97832	125733
2188	97878	125689
2189	97922	125644
2190	97965	125597
2191	98009	125552
2192	98051	125504
2193	98095	125457
2194	98139	125412
2195	98183	125366
2196	98228	125323
2197	98273	125278
2198	98316	125231
2199	98360	125186
2200	98404	125140
2201	98446	125092
2202	98490	125046
2203	98534	125000
2204	98577	124954
2205	98620	124907
2206	98664	124861
2207	98708	124815
2208	98753	124771
2209	98797	124726
2210	98841	124680
2211	98884	124634
2212	98928	124587
2213	98971	124541
2214	99016	124496
2215	99058	124449
2216	99102	124403
2217	99148	124359
2218	99190	124311
2219	99234	124267
2220	99278	124220
2221	99321	124174
2222	99361	124123
2223	99405	124077
2224	99448	124031
2225	99493	123986
2226	99535	123938
2227	99576	123889
2228	99620	123844
2229	99666	123800
2230	99716	123762
2231	99759	123716
2232	99804	123671
2233	99850	123628
2234	99893	123581
2235	99938	123537
2236	99979	123488
2237	100021	123440
2238	100066	123396
2239	100112	123352
2240	100158	123310
2241	100205	123268
2242	100248	123220
2243	100293	123177
2244	100338	123132
2245	100382	123087
2246	100426	123041
2247	100472	122997
2248	100517	122954
2249	100562	122909
2250	100608	122866
2251	100654	122823
2252	100697	122776
2253	100741	122730
2254	100786	122687
2255	100835	122646
2256	100880	122603
2257	100925	122558
2258	100969	122513
2259	101018	122473
2260	101067	122434
2261	101110	122387
2262	101157	122345
2263	101202	122300
2264	101247	122256
2265	101290	122210
2266	101335	122165
2267	101380	122121
2268	101422	122073
2269	101468	122030
2270	101512	121984
2271	101555	121938
2272	101602	121895
2273	101647	121851
2274	101691	121805
2275	101735	121760
2276	101778	121713
2277	101825	121671
2278	101869	121627
2279	101912	121579
2280	101959	121537
2281	102007	121497
2282	102054	121454
2283	102098	121409
2284	102144	121366
2285	102190	121323
2286	102238	121282
2287	102285	121240
2288	102332	121199
2289	102377	121154
2290	102421	121108
2291	102464	121061
2292	102510	121018
2293	102557	120976
2294	102602	120931
2295	102647	120888
2296	102692	120843
2297	102738	120799
2298	102783	120755
2299	102827	120710
2300	102873	120667
2301	102917	120621
2302	102959	120573
2303	103003	120528
2304	103050	120486
2305	103096	120442
2306	103142	120399
2307	103187	120355
2308	103232	120310
2309	103276	120266
2310	103322	120222
2311	103365	120175
2312	103409	120130
2313	103454	120085
2314	103498	120039
2315	103543	119995
2316	103586	119949
2317	103628	119901
2318	103673	119857
2319	103718	119813
2320	103767	119773
2321	103810	119726
2322	103854	119681
2323	103901	119638
2324	103945	119592
2325	103988	119547
2326	104033	119502
2327	104076	119455
2328	104121	119411
2329	104166	119367
2330	104209	119320
2331	104256	119277
2332	104301	119233
2333	104347	119190
2334	104391	119144
2335	104438	119102
2336	104482	119057
2337	104526	119011
2338	104570	118966
2339	104614	118920
2340	104660	118877
2341	104703	118831
2342	104747	118785
2343	104790	118738
2344	104833	118691
2345	104879	118648
2346	104925	118605
2347	104973	118564
2348	105018	118519
2349	105066	118479
2350	105112	118435
2351	105158	118392
2352	105203	118348
2353	105249	118305
2354	105295	118261
2355	105341	118218
2356	105386	118174
2357	105431	118129
2358	105477	118086
2359	105522	118041
2360	105565	117995
2361	105609	117950
2362	105656	117907
2363	105700	117862
2364	105746	117818
2365	105789	117772
2366	105836	117729
2367	105882	117687
2368	105923	117637
2369	105969	117594
2370	106014	117550
2371	106060	117507
2372	106104	117461
2373	106149	117417
2374	106196	117374
2375	106240	117329
2376	106289	117289
2377	106335	117246
2378	106381	117203
2379	106427	117159
2380	106474	117116
2381	106517	117070
2382	106561	117024
2383	106605	116980
2384	106650	116935
2385	106694	116890
2386	106741	116848
2387	106783	116800
2388	106826	116753
2389	106872	116709
2390	106920	116668
2391	106967	116626
2392	107015	116585
2393	107059	116540
2394	107102	116493
2395	107146	116447
2396	107192	116404
2397	107240	116363
2398	107284	116318
2399	107332	116276
2400	107377	116232
2401	107422	116188
2402	107466	116143
2403	107511	116098
2404	107556	116053
2405	107603	116011
2406	107650	115969
2407	107698	115928
2408	107745	115886
2409	107791	115841
2410	107836	115798
2411	107883	115755
2412	107927	115709
2413	107974	115667
2414	108017	115621
2415	108063	115577
2416	108108	115532
2417	108153	115488
2418	108200	115446
2419	108245	115401
2420	108288	115356
2421	108335	115313
2422	108383	115271
2423	108428	115228
2424	108473	115183
2425	108518	115138
2426	108564	115095
2427	108610	115052
2428	108654	115006
2429	108699	114961
2430	108742	114915
2431	108787	114870
2432	108831	114825
2433	108875	114780
2434	108920	114735
2435	108968	114693
2436	109012	114648
2437	109057	114604
2438	109099	114556
2439	109147	114514
2440	109192	114470
2441	109234	114423
2442	109279	114378
2443	109326	114336
2444	109370	114291
2445	109414	114245
2446	109456	114198
2447	109501	114153
2448	109545	114108
2449	109590	114064
2450	109634	114017
2451	109680	113974
2452	109724	113929
2453	109771	113886
2454	109816	113842
2455	109859	113796
2456	109904	113751
2457	109948	113705
2458	109991	113659
2459	110037	113615
2460	110083	113572
2461	110127	113527
2462	110170	113480
2463	110215	113436
2464	110260	113391
2465	110305	113346
2466	110353	113305
2467	110395	113258
2468	110441	113214
2469	110485	113169
2470	110531	113125
2471	110573	113078
2472	110616	113032
2473	110660	112986
2474	110704	112941
2475	110748	112894
2476	110790	112847
2477	110835	112803
2478	110882	112760
2479	110925	112714
2480	110966	112666
2481	111009	112619
2482	111054	112575
2483	111098	112529
2484	111145	112487
2485	111189	112441
2486	111234	112397
2487	111278	112351
2488	111324	112308
2489	111372	112267
2490	111419	112224
2491	111464	112180
2492	111509	112135
2493	111553	112089
2494	111595	112042
2495	111641	111999
2496	111685	111954
2497	111728	111907
2498	111771	111860
2499	111817	111817
2500	111865	111776
2501	111907	111728
2502	111950	111681
2503	111995	111637
2504	112040	111592
2505	112087	111551
2506	112132	111506
2507	112178	111463
2508	112225	111419
2509	112270	111376
2510	112315	111331
2511	112357	111284
2512	112401	111238
2513	112449	111197
2514	112497	111155
2515	112542	111110
2516	112590	111069
2517	112635	111025
2518	112680	110980
2519	112724	110935
2520	112773	110894
2521	112819	110851
2522	112866	110808
2523	112911	110764
2524	112954	110718
2525	112999	110673
2526	113043	110627
2527	113087	110582
2528	113131	110537
2529	113175	110491
2530	113225	110451
2531	113275	110412
2532	113324	110372
2533	113370	110327
2534	113416	110284
2535	113461	110239
2536	113506	110195
2537	113551	110151
2538	113597	110107
2539	113643	110063
2540	113689	110020
2541	113731	109973
2542	113778	109930
2543	113821	109884
2544	113866	109840
2545	113913	109796
2546	113957	109751
2547	114000	109705
2548	114045	109661
2549	114089	109615
2550	114135	109571
2551	114178	109525
2552	114222	109480
2553	114266	109434
2554	114314	109392
2555	114358	109347
2556	114400	109300
2557	114447	109257
2558	114496	109217
2559	114541	109171
2560	114587	109128
2561	114631	109083
2562	114675	109038
2563	114721	108994
2564	114767	108950
2565	114812	108906
2566	114856	108861
2567	114902	108817
2568	114947	108772
2569	114992	108728
2570	115039	108686
2571	115084	108641
2572	115127	108595
2573	115172	108549
2574	115215	108503
2575	115261	108460
2576	115304	108413
2577	115347	108367
2578	115392	108322
2579	115440	108281
2580	115488	108239
2581	115534	108196
2582	115578	108150
2583	115623	108105
2584	115668	108062
2585	115716	108019
2586	115760	107974
2587	115804	107929
2588	115848	107883
2589	115891	107836
2590	115936	107792
2591	115980	107746
2592	116025	107702
2593	116069	107657
2594	116112	107611
2595	116157	107566
2596	116202	107522
2597	116247	107477
2598	116290	107430
2599	116331	107383
2600	116375	107337
2601	116420	107293
2602	116468	107250
2603	116513	107206
2604	116558	107162
2605	116605	107119
2606	116650	107074
2607	116696	107031
2608	116744	106989
2609	116789	106944
2610	116832	106898
2611	116876	106853
2612	116919	106806
2613	116964	106762
2614	117009	106718
2615	117055	106674
2616	117097	106627
2617	117143	106583
2618	117191	106541
2619	117236	106497
2620	117281	106452
2621	117328	106409
2622	117371	106363
2623	117418	106320
2624	117461	106274
2625	117511	106234
2626	117555	106189
2627	117604	106148
2628	117648	106103
2629	117695	106060
2630	117742	106017
2631	117787	105973
2632	117833	105929
2633	117878	105884
2634	117922	105839
2635	117965	105793
2636	118009	105747
2637	118053	105702
2638	118096	105656
2639	118142	105612
2640	118189	105569
2641	118234	105524
2642	118277	105479
2643	118323	105434
2644	118366	105389
2645	118411	105344
2646	118456	105299
2647	118500	105254
2648	118543	105207
2649	118587	105162
2650	118630	105116
2651	118673	105070
2652	118718	105025
2653	118764	104981
2654	118808	104936
2655	118857	104895
2656	118903	104852
2657	118947	104806
2658	118988	104758
2659	119034	104714
2660	119078	104668
2661	119124	104625
2662	119172	104583
2663	119216	104538
2664	119262	104494
2665	119304	104447
2666	119346	104400
2667	119391	104355
2668	119436	104311
2669	119480	104265
2670	119526	104221
2671	119571	104177
2672	119612	104129
2673	119657	104085
2674	119706	104043
2675	119751	103999
2676	119795	103953
2677	119839	103908
2678	119884	103864
2679	119929	103819
2680	119974	103775
2681	120018	103729
2682	120063	103684
2683	120106	103639
2684	120153	103595
2685	120197	103551
2686	120240	103504
2687	120289	103463
2688	120335	103419
2689	120377	103372
2690	120418	103324
2691	120462	103279
2692	120510	103236
2693	120556	103193
2694	120598	103146
2695	120641	103100
2696	120684	103053
2697	120731	103010
2698	120774	102964
2699	120819	102920
2700	120866	102877
2701	120909	102831
2702	120954	102786
2703	120998	102741
2704	121046	102699
2705	121088	102652
2706	121136	102610
2707	121182	102566
2708	121224	102519
2709	121271	102476
2710	121318	102434
2711	121363	102388
2712	121407	102344
2713	121451	102298
2714	121497	102254
2715	121542	102209
2716	121586	102164
2717	121633	102122
2718	121678	102077
2719	121725	102034
2720	121769	101989
2721	121817	101947
2722	121865	101905
2723	121910	101860
2724	121961	101820
2725	122005	101775
2726	122051	101732
2727	122098	101689
2728	122141	101642
2729	122184	101596
2730	122229	101551
2731	122271	101504
2732	122317	101461
2733	122364	101418
2734	122410	101374
2735	122452	101327
2736	122497	101282
2737	122543	101239
2738	122585	101192
2739	122629	101146
2740	122672	101100
2741	122712	101052
2742	122755	101006
2743	122800	100961
2744	122845	100916
2745	122891	100873
2746	122937	100829
2747	122983	100785
2748	123027	100740
2749	123073	100696
2750	123118	100651
2751	123160	100604
2752	123204	100559
2753	123250	100515
2754	123295	100471
2755	123338	100425
2756	123382	100379
2757	123427	100335
2758	123471	100289
2759	123512	100242
2760	123555	100195
2761	123598	100149
2762	123643	100104
2763	123687	100059
2764	123733	100016
2765	123776	99969
2766	123819	99923
2767	123865	99879
2768	123908	99834
2769	123953	99789
2770	123996	99743
2771	124041	99698
2772	124084	99652
2773	124125	99605
2774	124168	99558
2775	124210	99511
2776	124253	99465
2777	124299	99421
2778	124342	99375
2779	124387	99331
2780	124431	99285
2781	124473	99238
2782	124516	99192
2783	124557	99145
2784	124601	99099
2785	124646	99055
2786	124690	99009
2787	124735	98965
2788	124779	98919
2789	124825	98876
2790	124872	98833
2791	124917	98788
2792	124961	98743
2793	125005	98698
2794	125050	98653
2795	125094	98607
2796	125139	98563
2797	125185	98519
2798	125230	98474
2799	125276	98431
2800	125319	98385
2801	125361	98338
2802	125405	98293
2803	125450	98248
2804	125493	98202
2805	125537	98156
2806	125581	98112
2807	125626	98067
2808	125670	98021
2809	125713	97975
2810	125759	97932
2811	125804	97887
2812	125850	97844
2813	125893	97797
2814	125939	97754
2815	125986	97711
2816	126028	97664
2817	126070	97617
2818	126112	97570
2819	126154	97523
2820	126199	97479
2821	126244	97434
2822	126290	97390
2823	126334	97345
2824	126376	97298
2825	126420	97253
2826	126461	97206
2827	126507	97162
2828	126549	97115
2829	126589	97066
2830	126634	97022
2831	126679	96977
2832	126724	96933
2833	126766	96886
2834	126809	96840
2835	126857	96798
2836	126903	96754
2837	126943	96706
2838	126987	96660
2839	127030	96614
2840	127075	96569
2841	127118	96524
2842	127162	96478
2843	127207	96434
2844	127252	96390
2845	127297	96345
2846	127344	96302
2847	127393	96260
2848	127435	96214
2849	127481	96170
2850	127529	96127
2851	127573	96082
2852	127616	96036
2853	127662	95993
2854	127708	95949
2855	127754	95905
2856	127801	95862
2857	127846	95818
2858	127892	95773
2859	127940	95731
2860	127986	95687
2861	128033	95644
2862	128077	95599
2863	128120	95553
2864	128165	95509
2865	128210	95464
2866	128251	95416
2867	128294	95371
2868	128338	95325
2869	128382	95280
2870	128426	95235
2871	128470	95190
2872	128513	95144
2873	128558	95099
2874	128601	95053
2875	128644	95006
2876	128687	94961
2877	128732	94916
2878	128776	94871
2879	128819	94825
2880	128865	94781
2881	128910	94737
2882	128955	94692
2883	129001	94648
2884	129045	94603
2885	129089	94557
2886	129133	94513
2887	129179	94468
2888	129223	94423
2889	129268	94379
2890	129315	94336
2891	129357	94289
2892	129402	94245
2893	129448	94201
2894	129491	94155
2895	129535	94109
2896	129577	94063
2897	129622	94018
2898	129667	93974
2899	129711	93929
2900	129755	93883
2901	129801	93840
2902	129847	93796
2903	129890	93750
2904	129934	93705
2905	129980	93660
2906	130026	93617
2907	130073	93574
2908	130117	93529
2909	130161	93483
2910	130204	93437
2911	130249	93393
2912	130293	93348
2913	130339	93303
2914	130382	93258
2915	130425	93212
2916	130468	93166
2917	130514	93122
2918	130558	93076
2919	130602	93032
2920	130646	92986
2921	130691	92942
2922	130737	92898
2923	130782	92853
2924	130825	92807
2925	130870	92763
2926	130914	92718
2927	130962	92675
2928	131005	92629
2929	131048	92583
2930	131092	92538
2931	131139	92495
2932	131184	92451
2933	131227	92404
2934	131272	92360
2935	131316	92315
2936	131357	92267
2937	131400	92221
2938	131444	92176
2939	131489	92131
2940	131534	92087
2941	131579	92043
2942	131625	91999
2943	131670	91954
2944	131712	91908
2945	131755	91862
2946	131800	91817
2947	131843	91771
2948	131889	91727
2949	131933	91682
2950	131974	91635
2951	132020	91591
2952	132068	91549
2953	132112	91503
2954	132154	91457
2955	132196	91410
2956	132241	91365
2957	132287	91322
2958	132333	91278
2959	132374	91231
2960	132418	91186
2961	132461	91140
2962	132506	91095
2963	132550	91049
2964	132596	91006
2965	132639	90960
2966	132685	90916
2967	132729	90871
2968	132773	90825
2969	132814	90779
2970	132857	90732
2971	132902	90688
2972	132945	90642
2973	132989	90597
2974	133030	90549
2975	133074	90505
2976	133118	90459
2977	133160	90413
2978	133203	90367
2979	133246	90321
2980	133291	90277
2981	133333	90230
2982	133380	90186
2983	133423	90141
2984	133468	90097
2985	133513	90051
2986	133557	90006
2987	133600	89961
2988	133648	89918
2989	133692	89873
2990	133734	89827
2991	133777	89781
2992	133822	89736
2993	133863	89689
2994	133909	89645
2995	133954	89601
2996	133998	89555
2997	134042	89510
2998	134090	89468
2999	134135	89423
3000	134182	89380
3001	134225	89334
3002	134270	89290
3003	134311	89243
3004	134355	89197
3005	134401	89153
3006	134447	89110
3007	134492	89065
3008	134535	89019
3009	134579	88974
3010	134631	88934
3011	134679	88892
3012	134721	88845
3013	134764	88799
3014	134808	88754
3015	134850	88708
3016	134893	88662
3017	134937	88617
3018	134985	88574
3019	135029	88529
3020	135075	88485
3021	135122	88442
3022	135168	88398
3023	135213	88353
3024	135258	88309
3025	135302	88264
3026	135343	88216
3027	135388	88172
3028	135432	88127
3029	135479	88083
3030	135524	88039
3031	135567	87993
3032	135612	87949
3033	135657	87904
3034	135699	87858
3035	135743	87813
3036	135788	87768
3037	135833	87723
3038	135876	87678
3039	135921	87633
3040	135968	87590
3041	136013	87546
3042	136057	87500
3043	136102	87456
3044	136146	87411
3045	136189	87365
3046	136233	87320
3047	136277	87274
3048	136320	87228
3049	136363	87183
3050	136405	87137
3051	136450	87092
3052	136493	87046
3053	136540	87003
3054	136585	86958
3055	136630	86913
3056	136672	86867
3057	136715	86821
3058	136758	86776
3059	136804	86732
3060	136850	86688
3061	136896	86644
3062	136940	86599
3063	136984	86554
3064	137029	86509
3065	137071	86463
3066	137117	86419
3067	137164	86375
3068	137207	86330
3069	137251	86285
3070	137295	86240
3071	137339	86194
3072	137382	86148
3073	137427	86104
3074	137470	86058
3075	137514	86013
3076	137556	85967
3077	137601	85922
3078	137650	85880
3079	137698	85838
3080	137744	85794
3081	137788	85748
3082	137832	85704
3083	137877	85659
3084	137919	85612
3085	137962	85567
3086	138006	85522
3087	138053	85478
3088	138097	85433
3089	138143	85389
3090	138186	85344
3091	138233	85300
3092	138276	85254
3093	138320	85209
3094	138365	85165
3095	138410	85120
3096	138456	85076
3097	138501	85032
3098	138549	84989
3099	138595	84945
3100	138642	84902
3101	138686	84857
3102	138728	84810
3103	138770	84764
3104	138817	84720
3105	138860	84675
3106	138906	84631
3107	138951	84586
3108	138996	84542
3109	139038	84496
3110	139084	84452
3111	139126	84405
3112	139170	84360
3113	139214	84315
3114	139258	84270
3115	139302	84225
3116	139344	84179
3117	139389	84134
3118	139433	84089
3119	139478	84045
3120	139526	84001
3121	139571	83957
3122	139615	83912
3123	139657	83865
3124	139701	83820
3125	139748	83777
3126	139793	83733
3127	139840	83689
3128	139884	83644
3129	139929	83600
3130	139983	83561
3131	140033	83519
3132	140079	83475
3133	140121	83429
3134	140167	83385
3135	140209	83338
3136	140254	83294
3137	140302	83251
3138	140346	83206
3139	140389	83160
3140	140431	83114
3141	140476	83069
3142	140521	83025
3143	140566	82980
3144	140610	82935
3145	140655	82890
3146	140700	82846
3147	140742	82800
3148	140786	82755
3149	140833	82711
3150	140877	82666
3151	140921	82621
3152	140964	82575
3153	141007	82530
3154	141052	82485
3155	141097	82440
3156	141141	82396
3157	141188	82352
3158	141234	82308
3159	141278	82263
3160	141322	82218
3161	141368	82174
3162	141416	82131
3163	141464	82088
3164	141511	82045
3165	141553	81999
3166	141599	81954
3167	141647	81912
3168	141692	81867
3169	141734	81821
3170	141776	81775
3171	141822	81731
3172	141867	81686
3173	141912	81642
3174	141957	81597
3175	142004	81554
3176	142046	81508
3177	142091	81463
3178	142136	81418
3179	142179	81373
3180	142226	81329
3181	142270	81284
3182	142315	81240
3183	142362	81196
3184	142409	81153
3185	142452	81107
3186	142498	81063
3187	142540	81017
3188	142586	80973
3189	142631	80928
3190	142678	80885
3191	142723	80840
3192	142768	80796
3193	142813	80751
3194	142859	80707
3195	142904	80662
3196	142947	80617
3197	142993	80573
3198	143037	80528
3199	143082	80483
3200	143129	80440
3201	143171	80394
3202	143216	80349
3203	143260	80304
3204	143305	80259
3205	143351	80215
3206	143399	80172
3207	143446	80129
3208	143489	80084
3209	143532	80038
3210	143576	79993
3211	143622	79949
3212	143668	79905
3213	143712	79859
3214	143756	79814
3215	143802	79771
3216	143847	79726
3217	143894	79682
3218	143941	79639
